Experiment,Prompt Version,MTE_mean,MTE_std,SVR_EE_%,CIA_EE_cumul_vol,CIA_EE_peak_vol,SVR_WB_%,CIA_WB_cumul_vol,CIA_WB_peak_vol,BAR_EE_vol,BAR_WB_vol,BAct_%,BAct_duration_s,TCE
Dynamic_Motion_metric,v1,0.07992151321690615,0.0650842509387767,0.3,0.0,0.0,0.0,0.0,0.0,0.08000000000000002,0.0,55.9,5.59,14094.199658101084
Dynamic_Motion_metric,v1,0.04651106186919695,0.04687219866911993,0.0,0.0,0.0,7.05,0.0,0.0,0.13977599999999998,0.0342006,40.86,4.086,19663.346281474172
